timestamp_pc,seq,ms_arduino,temperatura_c,vibracao_rms_v,corrente_primario_a,corrente_secundario_a,adc_ntc,adc_vibracao,adc_sct_primario,adc_sct_secundario,alarme_geral,alarme_temperatura,alarme_vibracao,alarme_primario,alarme_secundario,diagnostico_arduino,diagnostico_python,fft_120hz,fft_240hz
2026-05-25T00:50:26.002,,49,71.57575757575758,0.5202309857000911,11.24360623568905,10.038758975777295,732.22,532.1962983711932,575.1104589554949,513.4825216110087,,,,,,,Critico: multiplos indicadores anormais. Recomenda-se inspecao imediata do transformador.,45.819363022382795,13.491283878619072
2026-05-25T00:50:27.163,,951,66.69208211143695,0.5094018815295521,9.710884208453631,9.841570380775229,682.26,521.1181248047318,496.7117272624032,503.396324976653,,,,,,,Critico: multiplos indicadores anormais. Recomenda-se inspecao imediata do transformador.,8.615687088511086,0.28722377380898173
2026-05-25T00:50:27.743,,1885,,,,,,,,,,verde,verde,verde,verde,['Operacao normal dentro dos limites simulados.'],Operacao normal dentro dos limites simulados.,0.0,0.0
2026-05-25T00:50:28.920,,2285,60.887585532746826,0.4979941111966266,9.769186437818167,9.866607350716256,622.88,509.447975754149,499.69388629439925,504.6769659891365,,,,,,,Critico: multiplos indicadores anormais. Recomenda-se inspecao imediata do transformador.,8.91922070309548,0.23787955640767802
2026-05-25T00:50:29.425,,3220,,,,,,,,,,verde,verde,verde,verde,['Operacao normal dentro dos limites simulados.'],Operacao normal dentro dos limites simulados.,0.0,0.0
2026-05-25T00:50:30.729,,3620,57.0869990224829,0.5082414986524625,9.992463494001614,9.98569699958007,584.0,519.9310531214692,511.1145077181825,510.76840152852054,,,,,,,Critico: multiplos indicadores anormais. Recomenda-se inspecao imediata do transformador.,9.253398671353903,0.2906626553456274
2026-05-25T00:50:31.230,,4555,,,,,,,,,,verde,verde,verde,verde,['Operacao normal dentro dos limites simulados.'],Operacao normal dentro dos limites simulados.,0.0,0.0
2026-05-25T00:50:32.390,,4956,54.21505376344086,0.529675796110384,10.284212886770867,10.336947923926086,554.62,541.8583394209228,526.0374891583299,528.7348863088192,,,,,,,Critico: multiplos indicadores anormais. Recomenda-se inspecao imediata do transformador.,8.824899247470437,0.23516445268181413
2026-05-25T00:50:33.001,,5891,,,,,,,,,,verde,verde,verde,verde,['Operacao normal dentro dos limites simulados.'],Operacao normal dentro dos limites simulados.,0.0,0.0
2026-05-25T00:50:34.161,,6291,52.101661779081134,0.5253360643847905,10.48439844913458,10.797302273606144,533.0,537.4187938656407,536.2769806732338,552.2820112949543,,,,,,,Critico: multiplos indicadores anormais. Recomenda-se inspecao imediata do transformador.,8.520412390528252,0.2628440229227565
2026-05-25T00:50:34.663,,7226,,,,,,,,,,verde,verde,verde,verde,['Operacao normal dentro dos limites simulados.'],Operacao normal dentro dos limites simulados.,0.0,0.0
2026-05-25T00:50:35.843,,7626,50.83088954056696,0.5014098318269058,10.463735423037697,10.873040494127196,520.0,512.9422579589246,535.2200668883781,556.156021274606,,,,,,,Critico: multiplos indicadores anormais. Recomenda-se inspecao imediata do transformador.,8.836387746844231,0.2225928375876062
2026-05-25T00:50:36.370,,8561,,,,,,,,,,amarelo,verde,verde,verde,"['Temperatura elevada. Verificar ventilacao, carga e isolamento termico.']",Operacao normal dentro dos limites simulados.,0.0,0.0
2026-05-25T00:50:37.548,,8989,49.46236559139785,0.5288407839497556,10.25400292677256,10.552339498533476,506.0,541.0041219806001,524.4922497044165,539.7521653499873,,,,,,,Critico: multiplos indicadores anormais. Recomenda-se inspecao imediata do transformador.,8.926656472466622,0.2176483898577581
2026-05-25T00:50:38.097,,9924,,,,,,,,,,amarelo,verde,verde,verde,"['Temperatura elevada. Verificar ventilacao, carga e isolamento termico.']",Operacao normal dentro dos limites simulados.,0.0,0.0
2026-05-25T00:50:39.255,,10351,49.0713587487781,0.4310850439882698,9.638318670576735,9.364613880742912,502.0,441.0,493.0,479.0,,,,,,,Alerta de sobrecarga: corrente elevada no secundario. Verificar carga conectada.,0.0,0.0
2026-05-25T00:50:39.801,,11287,,,,,,,,,,amarelo,verde,verde,verde,"['Temperatura elevada. Verificar ventilacao, carga e isolamento termico.']",Operacao normal dentro dos limites simulados.,0.0,0.0
2026-05-25T00:50:40.977,,11716,49.0713587487781,0.4310850439882698,9.638318670576735,9.364613880742912,502.0,441.0,493.0,479.0,,,,,,,Alerta de sobrecarga: corrente elevada no secundario. Verificar carga conectada.,0.0,0.0
2026-05-25T00:50:41.507,,12652,,,,,,,,,,amarelo,verde,verde,verde,"['Temperatura elevada. Verificar ventilacao, carga e isolamento termico.']",Operacao normal dentro dos limites simulados.,0.0,0.0
2026-05-25T00:50:42.691,,13080,49.0713587487781,0.4310850439882698,9.638318670576735,9.364613880742912,502.0,441.0,493.0,479.0,,,,,,,Alerta de sobrecarga: corrente elevada no secundario. Verificar carga conectada.,0.0,0.0
2026-05-25T00:50:43.253,,14016,,,,,,,,,,amarelo,verde,verde,verde,"['Temperatura elevada. Verificar ventilacao, carga e isolamento termico.']",Operacao normal dentro dos limites simulados.,0.0,0.0
2026-05-25T00:50:44.413,,14445,49.0713587487781,0.4310850439882698,9.638318670576735,9.364613880742912,502.0,441.0,493.0,479.0,,,,,,,Alerta de sobrecarga: corrente elevada no secundario. Verificar carga conectada.,0.0,0.0
2026-05-25T00:50:44.964,,15381,,,,,,,,,,amarelo,verde,verde,verde,"['Temperatura elevada. Verificar ventilacao, carga e isolamento termico.']",Operacao normal dentro dos limites simulados.,0.0,0.0
2026-05-25T00:50:46.138,,15809,49.0713587487781,0.4310850439882698,9.638318670576735,9.364613880742912,502.0,441.0,493.0,479.0,,,,,,,Alerta de sobrecarga: corrente elevada no secundario. Verificar carga conectada.,0.0,0.0
2026-05-25T00:50:46.669,,16745,,,,,,,,,,amarelo,verde,verde,verde,"['Temperatura elevada. Verificar ventilacao, carga e isolamento termico.']",Operacao normal dentro dos limites simulados.,0.0,0.0
2026-05-25T00:50:47.850,,17174,49.0713587487781,0.4310850439882698,9.638318670576735,9.364613880742912,502.0,441.0,493.0,479.0,,,,,,,Alerta de sobrecarga: corrente elevada no secundario. Verificar carga conectada.,0.0,0.0
2026-05-25T00:50:48.376,,18110,,,,,,,,,,amarelo,verde,verde,verde,"['Temperatura elevada. Verificar ventilacao, carga e isolamento termico.']",Operacao normal dentro dos limites simulados.,0.0,0.0
